년도,회사명,종합등급,환경,사회,지배구조,한국ESG연구소,서스틴베스트,Moody,MSCI,SP
2023,케이티스카이라이프,A,B,A+,A,-,-,-,-,10
2023,케이티앤지,A,A,A+,A,A+,A,37,AA,75
2023,코리아써키트,D,C,D,D,-,-,-,-,-
2023,코리안리,B+,C,B+,B+,-,-,-,-,11
2023,코스맥스,B,B+,A,C,A,A,-,-,23
2023,코스맥스비티아이,B+,B+,A,B,-,-,-,-,-
2023,코스모신소재,D,C,C,D,-,-,-,B,8
2023,코스모화학,D,C,D,D,-,B,-,-,4
2023,코아스,C,D,D,B+,-,-,-,-,-
2023,코오롱,C,C,A,C,-,-,-,-,7
2023,코오롱글로벌,C,D,C,B+,-,-,-,-,-
2023,코오롱인더,B+,B,A,A,A,A,-,-,33
2023,코오롱플라스틱,B,C,B,B+,-,-,-,-,-
2023,코웨이,B+,A,A,B,A,A,31,A,61
2023,콘텐트리중앙,D,D,C,D,-,-,-,-,-
2023,콤텍시스템,D,D,D,D,-,-,-,-,-
2023,쿠쿠홀딩스,C,D,D,B,-,-,-,-,3
2023,쿠쿠홈시스,C,D,D,B,B,B,-,-,6
2023,크라운제과,C,C,B,C,-,-,-,-,-
2023,크라운해태홀딩스,C,C,B,C,-,-,-,-,-
2023,크래프톤,-,-,-,-,B,C,-,BB,10
2023,키다리스튜디오,D,D,D,C,-,-,-,-,-
2023,키움증권,B,B,C,B,B,B,-,-,16
2023,태경비케이,D,C,C,D,-,-,-,-,-
2023,태경산업,C,C,C,C,-,-,-,-,-
2023,태경케미컬,D,D,C,D,-,-,-,-,-
2023,태광산업,D,D,C,C,B+,B,-,-,7
2023,태림포장,C,C,B+,C,-,-,-,-,23
2023,태양금속공업,D,D,D,D,-,-,-,-,-
2023,태영건설,B+,B+,B,B+,-,-,-,-,12
2023,태원물산,D,D,D,D,-,-,-,-,-
2023,태평양물산,C,D,B,D,-,-,-,-,8
2023,테이팩스,B+,B,A,B,-,-,-,-,-
2023,텔코웨어,D,D,D,C,-,-,-,-,-
2023,토니모리,C,D,D,B+,-,-,-,-,-
2023,티비에이치글로벌,D,D,D,C,-,-,-,-,-
2023,티에이치엔,D,D,C,D,-,-,-,-,-
2023,티와이홀딩스,B+,B+,B,B+,-,-,-,-,-
2023,티웨이항공,C,D,C,B,-,-,-,-,-
2023,티웨이홀딩스,D,D,C,D,-,-,-,-,-
2023,티케이지휴켐스,B,B,B+,B,A,A,-,-,12
2023,파미셀,D,D,D,D,-,-,-,-,6
2023,팜스코,B,B,A,C,-,-,-,-,-
2023,팜젠사이언스,D,D,D,D,-,-,-,-,-
2023,팬오션,B,A,B+,C,B,A,21,B,32
2023,퍼스텍,D,D,D,C,-,-,-,-,-
2023,퍼시스,D,D,C,D,-,-,-,-,-
2023,페이퍼코리아,D,C,D,D,-,-,-,-,-
2023,평화산업,C,D,C,B,-,-,-,-,-
2023,평화홀딩스,C,D,D,B+,-,-,-,-,-
2023,포스코스틸리온,A,B+,A+,B+,-,-,-,-,-
2023,포스코인터내셔널,A,B+,A+,A,A,AA,30,BB,40
2023,포스코퓨처엠,B+,B+,A,B,A,AA,15,A,52
2023,풀무원,A,B+,A+,A,-,-,-,-,74
2023,풍산,B,C,B+,B+,A,A,-,-,7
2023,풍산홀딩스,B,C,B+,B+,-,-,-,-,4
2023,플레이그램,D,D,D,D,-,-,-,-,-
2023,하나금융지주,A,A+,A+,A,A,A,38,AA,87
2023,하나제약,C,D,C,B,-,-,-,-,-
2023,하나투어,B+,B+,B+,B+,A,A,-,-,14
2023,하이브,C,D,D,B,B,E,-,BBB,5
2023,하이스틸,C,D,C,B,-,-,-,-,-
2023,하이트론씨스템즈,D,D,D,D,-,-,-,-,-
2023,하이트진로,B,B,B+,B,A,A,-,-,10
2023,하이트진로홀딩스,B,B,B+,B,-,-,-,-,-
2023,한국가스공사,B+,B+,A,B+,A,AA,31,-,78
2023,한국공항,C,C,B+,C,-,-,-,-,-
2023,한국금융지주,B,D,B+,B+,B+,BB,14,B,17
2023,한국내화,C,C,B+,D,-,-,-,-,-
2023,한국단자공업,D,D,C,C,-,-,-,-,9
2023,한국무브넥스,D,D,C,C,-,-,-,-,-
2023,한국석유공업,B,D,B,B+,-,-,-,-,-
2023,한국수출포장공업,D,C,D,D,-,-,-,-,-
2023,한국쉘석유,C,C,C,B,-,-,-,-,12
2023,한국앤컴퍼니,B,C,B,B+,A,A,-,-,28
2023,한국자산신탁,C,C,D,B,-,-,-,-,-
2023,한국전력공사,B,B,B,B+,A,A,38,BB,73
2023,한국전자홀딩스,D,C,D,D,-,-,-,-,-
2023,한국제지,D,D,C,D,-,-,-,-,-
2023,한국종합기술,C,D,C,B,-,-,-,-,-
2023,한국주강,D,D,D,D,-,-,-,-,-
2023,한국주철관공업,D,C,C,D,-,-,-,-,-
2023,한국철강,C,C,D,B,-,-,-,-,8
2023,한국카본,C,B+,A,D,-,-,-,-,8
2023,한국콜마,B+,B+,B+,B+,B+,A,-,-,15
2023,한국콜마홀딩스,B+,B+,B+,B+,-,-,-,-,7
2023,한국타이어앤테크놀로지,B,B,A,C,A,BB,39,BB,77
2023,한국토지신탁,C,D,C,C,-,-,-,-,3
2023,한국특강,D,C,C,D,-,-,-,-,-
2023,한국항공우주,C,B,A,D,B+,AA,17,BB,7
2023,한국화장품,C,D,C,C,-,-,-,-,-
2023,한국화장품제조,D,D,C,C,-,-,-,-,-
2023,한농화성,D,D,D,D,-,-,-,-,-
2023,한독,B+,B,A,B+,-,-,-,-,15
2023,한미글로벌,B+,B+,A,B+,-,-,-,-,-
2023,한미반도체,C,D,D,B,-,-,-,CCC,5
2023,한미사이언스,B+,B,A+,B,B+,A,22,-,8
2023,한미약품,B+,B,A+,B,A,AA,28,BB,37
2023,한샘,A,B+,A,A,A+,A,30,-,22
2023,한섬,B+,A,A,B,B+,A,-,-,17
2023,한성기업,D,D,D,D,-,-,-,-,-
2023,한세실업,C,C,B+,C,B,A,-,-,15
2023,한세엠케이,C,C,B,C,-,-,-,-,-
2023,한세예스24홀딩스,B+,C,B+,B+,-,-,-,-,15
2023,한솔로지스틱스,B+,C,A,B+,-,-,-,-,-
2023,한솔제지,B+,B+,A,B+,-,-,-,-,-
2023,한솔케미칼,B,C,B+,B+,A,A,-,-,22
2023,한솔테크닉스,B+,B,A,B+,-,-,-,-,6
2023,한솔피엔에스,B,C,B,B+,-,-,-,-,-
2023,한솔홀딩스,A,B+,A,A,-,-,-,-,9
2023,한솔홈데코,B,C,B,B+,-,-,-,-,-
2023,한신공영,D,D,C,D,-,-,-,-,10
2023,한신기계공업,D,D,D,D,-,-,-,-,-
2023,한양증권,D,D,D,C,-,-,-,-,-
2023,한온시스템,B,B+,A,C,B+,AA,31,BBB,58
2023,한올바이오파마,C,D,C,C,B,B,-,-,9
2023,한익스프레스,D,D,C,D,-,-,-,-,-
2023,한일시멘트,C,B+,A,D,A,BB,-,-,-
2023,한일철강,D,D,D,D,-,-,-,-,-
2023,한일현대시멘트,B+,B+,B+,B,-,-,-,-,-
2023,한일홀딩스,C,B+,A,D,-,-,-,-,6
2023,한전KPS,A,B+,A,A,A,AA,28,-,50
2023,한전기술,B+,B,B+,B+,B+,AA,-,-,29
2023,한전산업,C,C,B,C,-,-,-,-,-
2023,한진,B+,B+,A,B+,-,-,-,-,24
2023,한진중공업홀딩스,C,D,D,B+,-,-,-,-,-
2023,한진칼,A,A,A,A,B+,AA,-,-,5
2023,한창,D,D,D,D,-,-,-,-,-
2023,한창제지,C,C,C,B,-,-,-,-,-
2023,한화,A,A,A+,A,A,BB,18,-,42
2023,한화생명,A,A,A+,B+,B+,A,25,-,27
2023,한화손해보험,A,A,A,A,-,-,-,-,26
2023,한화솔루션,B,A,A,C,A+,AA,44,A,40
2023,한화시스템,A,B+,A+,A,A+,A,-,-,36
2023,한화에어로스페이스,B+,B+,A,B,A,A,25,A,32
2023,한화오션,B+,B,B+,B+,B+,A,-,CCC,23
2023,한화투자증권,B+,B+,A,B+,-,-,-,-,30
2023,해성디에스,B+,B+,A,B+,-,-,-,-,-
2023,해태제과식품,C,D,B,C,-,-,-,-,-
2023,핸즈코퍼레이션,C,C,B,D,-,-,-,-,-
2023,현대건설,A,A,A,B+,A,A,36,BBB,75
2023,현대글로비스,A,A,A+,A,A+,A,34,BB,70
2023,현대로템,A,A,A+,A,A,A,-,-,28
2023,현대리바트,A,A,A,A,-,-,-,-,4
2023,현대모비스,A,A,A+,B+,A+,AA,46,B,80
2023,현대미포조선,B+,B+,A,B+,A,AA,27,BB,35
2023,현대백화점,A,A,A,A,A,AA,13,-,11
2023,현대비앤지스틸,C,B+,B+,D,-,-,-,-,-
2023,현대약품,D,D,C,D,-,-,-,-,-
2023,현대엘리베이터,B,C,B,B,B,BB,-,-,14
2023,현대오토에버,B+,B+,A,B+,-,-,-,-,37
2023,현대위아,A,A,A,B+,A+,A,25,-,38
2023,현대자동차,B+,A,B+,B,A,A,35,B,77
2023,현대제철,A,A,A,B+,A,A,46,B,77
2023,현대지에프홀딩스,A,A,A,A,B+,-,-,-,9
2023,현대차증권,A,B+,A+,B+,-,-,-,-,7
2023,현대코퍼레이션,B,C,B,B,-,-,-,-,8
2023,현대코퍼레이션홀딩스,B,C,B,B+,-,-,-,-,-
2023,현대퓨처넷,A,A,A,A,-,-,-,-,-
2023,현대해상,B+,A,A,B+,A,AA,32,-,22
2023,현대홈쇼핑,A,A,A+,A,A,AA,-,-,29
2023,형지엘리트,D,D,C,D,-,-,-,-,-
2023,혜인,D,D,D,D,-,-,-,-,-
2023,호전실업,D,D,D,C,-,-,-,-,-
2023,호텔신라,A,B+,A,A,B+,A,14,BB,4
2023,화성산업,B,C,B+,B,-,-,-,-,5
2023,화승엔터프라이즈,B+,B,B,A,B,-,-,-,-
2023,화승인더스트리,C,C,C,B+,-,-,-,-,-
2023,화승코퍼레이션,C,C,C,B,-,-,-,-,-
2023,화신,C,C,A,C,-,-,-,-,-
2023,화인베스틸,D,C,D,D,-,-,-,-,-
2023,화천기계,D,D,D,D,-,-,-,-,-
2023,화천기공,D,D,D,C,-,-,-,-,-
2023,환인제약,B,D,B+,B+,-,-,-,-,9
2023,황금에스티,C,D,D,B,-,-,-,-,-
2023,효성,B+,A,A+,B,A,A,-,-,29
2023,효성 ITX,B+,B,A,B+,-,-,-,-,-
2023,효성중공업,A,A,A+,B+,-,-,-,-,24
2023,효성첨단소재,A,B+,A+,A,A,BB,-,-,36
2023,효성티앤씨,A,A,A+,B+,A,BB,-,-,39
2023,효성화학,A,A,A+,B+,-,-,-,-,29
2023,후성,B,B,B+,B,B+,B,-,-,7
2023,휠라홀딩스,B+,B,A,B+,A,A,24,-,42
2023,휴니드테크놀러지스,D,D,C,C,-,-,-,-,-
2023,휴비스,B+,B+,A,B+,-,-,-,-,6
2023,휴스틸,D,D,D,C,-,-,-,-,-
2023,흥국화재,B+,C,B+,B+,-,-,-,-,-
